Brand,Model_No,SubmitStatus,Config,Country,Power Input (kW),Cooling Capacity (kW),Refrigerant,Type,Variable Output Compressor,IMG
TEMPERZONE,OPA280RKT-P,Approved,Ducted,New Zealand;Australia,8.25,27.05,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/d0a338394c8c?text=TEMPERZONEOPA280RKT-P
MITSUBISHI ELECTRIC,MXZ-2E52VAD2/MSZ-GE35VAD,Approved,Non Ducted,Thailand,1.4,5.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f70?text=MITSUBISHI ELECTRICMXZ-2E52VAD2/MSZ-GE35VAD
MITSUBISHI ELECTRIC,MXZ-3E54VAD2,Approved,Non Ducted,Thailand,1.25,5.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=MITSUBISHI ELECTRICMXZ-3E54VAD2
MITSUBISHI ELECTRIC,MXZ-4E71VAD2/MSZ-GE25VAD,Approved,Non Ducted,Thailand,1.88,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=MITSUBISHI ELECTRICMXZ-4E71VAD2/MSZ-GE25VAD
Carrier,42SHDV125-1 / 38SHDV125-1,Approved,Ducted,China,3.82,12.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a342760595?text=Carrier42SHDV125-1 / 38SHDV125-1
Carrier,42SHDV140-1 / 38SHDV140-1,Approved,Ducted,China,4.18,14.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=Carrier42SHDV140-1 / 38SHDV140-1
GREE,GWH28QE-K3DNB2H/O / GWH28QE-K3DNB2H/I,Approved,Non Ducted,China,2.66,8.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=GREEGWH28QE-K3DNB2H/O / GWH28QE-K3DNB2H/I
GREE,GWH28QE-K3DNB2H/O / GWH28QE-K3DNC6H/I,Approved,Non Ducted,China,2.66,8.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c359919c34?text=GREEGWH28QE-K3DNB2H/O / GWH28QE-K3DNC6H/I
GREE,GWH28QE-K3DNB2H/O / GWH28QE-K3DN**H/I,Approved,Non Ducted,China,2.66,8.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a275a07de?text=GREEGWH28QE-K3DNB2H/O / GWH28QE-K3DN**H/I
SAMSUNG ELECTRONICS,AM030RXMDEH / AM036NNLFEH / AM056FNLFEH,Approved,Ducted,China,2.75,9.01,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff958dab88?text=SAMSUNG ELECTRONICSAM030RXMDEH / AM036NNLFEH / AM056FNLFEH
TOSHIBA,RAV-RM561BTP-E & RAV-GM561ATP-NZ,Approved,Ducted,Thailand,1.62,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e26?text=TOSHIBARAV-RM561BTP-E & RAV-GM561ATP-NZ
Sygnal Ambient Intelligence,HS-DGR-V-22,Approved,Ducted,Australia,5.65,21.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd314fc515?text=Sygnal Ambient IntelligenceHS-DGR-V-22
Sygnal Ambient Intelligence,HS-DGV-V-22,Approved,Ducted,Australia,5.65,21.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d98?text=Sygnal Ambient IntelligenceHS-DGV-V-22
Sygnal Ambient Intelligence,HS-DRV-V-22,Approved,Ducted,Australia,5.65,21.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd70?text=Sygnal Ambient IntelligenceHS-DRV-V-22
TOSHIBA,RAV-RM801BTP-E & RAV-GM801ATP-NZ,Approved,Ducted,Thailand,2.24,6.7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c167133b74?text=TOSHIBARAV-RM801BTP-E & RAV-GM801ATP-NZ
TOSHIBA,RAV-RM1101BTP-E & RAV-GM1101ATP-NZ,Approved,Ducted,Thailand,2.99,9.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62461ca7c50?text=TOSHIBARAV-RM1101BTP-E & RAV-GM1101ATP-NZ
TOSHIBA,RAV-RM1401BTP-E & RAV-GM1401ATP-NZ,Approved,Ducted,Taiwan,3.5,11,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b2913edcd?text=TOSHIBARAV-RM1401BTP-E & RAV-GM1401ATP-NZ
Sygnal Ambient Intelligence,HS-DGR-V-26,Approved,Ducted,Australia,7.18,25.56,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb12099014b26?text=Sygnal Ambient IntelligenceHS-DGR-V-26
Sygnal Ambient Intelligence,HS-DGV-V-26,Approved,Ducted,Australia,7.18,25.56,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473503?text=Sygnal Ambient IntelligenceHS-DGV-V-26
Sygnal Ambient Intelligence,HS-DVR-V-26,Approved,Ducted,Australia,7.18,25.56,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=Sygnal Ambient IntelligenceHS-DVR-V-26
TOSHIBA,RAV-RM561UTP-E & RAV-GM561ATP-NZ,Approved,Non Ducted,Thailand,1.56,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a64?text=TOSHIBARAV-RM561UTP-E & RAV-GM561ATP-NZ
TOSHIBA,RAV-RM801UTP-E & RAV-GM801ATP-NZ,Approved,Non Ducted,Thailand,2.22,6.7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd28?text=TOSHIBARAV-RM801UTP-E & RAV-GM801ATP-NZ
TOSHIBA,RAV-RM1101UTP-E & RAV-GM1101ATP-NZ,Approved,Non Ducted,Thailand,2.87,9.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb33?text=TOSHIBARAV-RM1101UTP-E & RAV-GM1101ATP-NZ
TOSHIBA,RAV-RM1401UTP-E & RAV-GM1401ATP-NZ,Approved,Non Ducted,Thailand,3.4,11,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d74702b04e?text=TOSHIBARAV-RM1401UTP-E & RAV-GM1401ATP-NZ
TOSHIBA,RAV-RM301KRTP-NZ & RAV-GM301ATP-NZ,Approved,Non Ducted,Thailand,0.61,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a338394c8c?text=TOSHIBARAV-RM301KRTP-NZ & RAV-GM301ATP-NZ
TOSHIBA,RAV-RM401KRTP-NZ & RAV-GM401ATP-NZ,Approved,Non Ducted,Thailand,1.04,3.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f70?text=TOSHIBARAV-RM401KRTP-NZ & RAV-GM401ATP-NZ
TOSHIBA,RAV-RM561KRTP-NZ & RAV-GM561ATP-NZ,Approved,Non Ducted,Thailand,1.62,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=TOSHIBARAV-RM561KRTP-NZ & RAV-GM561ATP-NZ
TOSHIBA,RAV-RM801KRTP-NZ & RAV-GM801ATP-NZ,Approved,Non Ducted,Thailand,2.24,6.7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=TOSHIBARAV-RM801KRTP-NZ & RAV-GM801ATP-NZ
GREE,GWH21QE-K3DNB2A/O / GWH21QE-K3DN**A/I,Approved,Non Ducted,China,1.55,6.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a342760595?text=GREEGWH21QE-K3DNB2A/O / GWH21QE-K3DN**A/I
GREE,GWH21QE-K3DNB2A/O / GWH21QE-K3DNB2A/I,Approved,Non Ducted,China,1.55,6.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=GREEGWH21QE-K3DNB2A/O / GWH21QE-K3DNB2A/I
GREE,GWH21QE-K3DNB2A/O / GWH21QE-K3DNC6A/I,Approved,Non Ducted,China,1.55,6.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=GREEGWH21QE-K3DNB2A/O / GWH21QE-K3DNC6A/I
TOSHIBA,RAV-RM401CTP-E & RAV-GM401ATP-NZ,Approved,Non Ducted,Thailand,0.83,3.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c359919c34?text=TOSHIBARAV-RM401CTP-E & RAV-GM401ATP-NZ
TOSHIBA,RAV-RM561CTP-E & RAV-GM561ATP-NZ,Approved,Non Ducted,Thailand,1.61,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a275a07de?text=TOSHIBARAV-RM561CTP-E & RAV-GM561ATP-NZ
TOSHIBA,RAV-RM801CTP-E & RAV-RM801ATP-NZ,Approved,Non Ducted,Thailand,2.29,6.7,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff958dab88?text=TOSHIBARAV-RM801CTP-E & RAV-RM801ATP-NZ
TOSHIBA,RAV-SM1101CTP-E & RAV-GM1101ATP-NZ,Approved,Non Ducted,Thailand,2.95,9.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e26?text=TOSHIBARAV-SM1101CTP-E & RAV-GM1101ATP-NZ
TOSHIBA,RAV-RM1401CTP-E & RAV-GM1401ATP-NZ,Approved,Non Ducted,Thailand,3.5,11,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c369919c35?text=TOSHIBARAV-RM1401CTP-E & RAV-GM1401ATP-NZ
TOSHIBA,RAV-RM301MUT-E & RAV-GM301ATP-NZ,Approved,Non Ducted,Japan;Thailand,0.59,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a285a07de?text=TOSHIBARAV-RM301MUT-E & RAV-GM301ATP-NZ
TOSHIBA,RAV-RM401MUT-E & RAV-GM401ATP-NZ,Approved,Non Ducted,Japan;Thailand,0.9,3.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff968dab89?text=TOSHIBARAV-RM401MUT-E & RAV-GM401ATP-NZ
TOSHIBA,RAV-RM561MUT-E & RAV-GM561ATP-NZ,Approved,Non Ducted,Japan;Thailand,1.64,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e27?text=TOSHIBARAV-RM561MUT-E & RAV-GM561ATP-NZ
TOSHIBA,RAV-RM301SDT-E & RAV-GM301ATP-NZ,Approved,Ducted,Japan;Thailand,0.56,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd324fc516?text=TOSHIBARAV-RM301SDT-E & RAV-GM301ATP-NZ
TOSHIBA,RAV-RM401SDT-E & RAV-GM401ATP-NZ,Approved,Ducted,Japan;Thailand,0.93,3.6,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d99?text=TOSHIBARAV-RM401SDT-E & RAV-GM401ATP-NZ
GREE,GWH24QE-K3DNB2H/O / GWH24QE-K3DNB2H/I,Approved,Non Ducted,China,2.12,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd71?text=GREEGWH24QE-K3DNB2H/O / GWH24QE-K3DNB2H/I
GREE,GWH24QE-K3DNB2H/O / GWH24QE-K3DNC6H/I,Approved,Non Ducted,China,2.12,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c168133b75?text=GREEGWH24QE-K3DNB2H/O / GWH24QE-K3DNC6H/I
GREE,GWH24QE-K3DNB2H/O / GWH24QE-K3DN**H/I,Approved,Non Ducted,China,2.12,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62462ca7c51?text=GREEGWH24QE-K3DNB2H/O / GWH24QE-K3DN**H/I
TOSHIBA,RAV-RM561SDT-E & RAV-GM561ATP-NZ,Approved,Ducted,Japan;Thailand,1.66,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b3013edcd?text=TOSHIBARAV-RM561SDT-E & RAV-GM561ATP-NZ
TCL,TAC09-CHSA/XA21,Approved,Non Ducted,China,0.71,2.694,R410A,Reverse Cycle,,http://via.placeholder.com/150/cb12109014b27?text=TCLTAC09-CHSA/XA21
MITSUBISHI ELECTRIC,MXZ-4E80VAD2/MSZ-GE25VAD,Approved,Non Ducted,Thailand,2.07,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473504?text=MITSUBISHI ELECTRICMXZ-4E80VAD2/MSZ-GE25VAD
MITSUBISHI ELECTRIC,MXZ-5E100VAD2/MSZ-GE25VAD,Approved,Non Ducted,Thailand,2.95,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=MITSUBISHI ELECTRICMXZ-5E100VAD2/MSZ-GE25VAD
MITSUBISHI ELECTRIC,MXZ-6E120VAD2/MSZ-GE25VAD,Approved,Non Ducted,Thailand,3.53,12,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a65?text=MITSUBISHI ELECTRICMXZ-6E120VAD2/MSZ-GE25VAD
DIMPLEX,DCB09C,Approved,Non Ducted,China,0.83,2.7,R410A,Cooling Only,,http://via.placeholder.com/150/17db7a799fd29?text=DIMPLEXDCB09C
TCL,TCLWB09C,Approved,Non Ducted,China,0.83,2.7,R410A,Cooling Only,,http://via.placeholder.com/150/a0793d82bfb34?text=TCLTCLWB09C
DIMPLEX,DCB07,Approved,Non Ducted,China,0.68,2.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/c9d74802b04e?text=DIMPLEXDCB07
LG,ARUM080LTE5 / ARNU15GBGA4 / ARNU12GBGA4,Approved,Ducted,South Korea,5.16,21.6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a339394c8c?text=LGARUM080LTE5 / ARNU15GBGA4 / ARNU12GBGA4
LG,ARUM100LTE5 / ARNU12GBGA4,Approved,Ducted,South Korea,6.81,27.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f71?text=LGARUM100LTE5 / ARNU12GBGA4
LG,ARUM160LTE5 / ARNU12GBGA4 / ARNU09GBGA4,Approved,Ducted,South Korea,13.32,44.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=LGARUM160LTE5 / ARNU12GBGA4 / ARNU09GBGA4
LG,ARUM180LTE5 / ARNU12GBGA4/ ARNU09GBGA4,Approved,Ducted,South Korea,12.88,49,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=LGARUM180LTE5 / ARNU12GBGA4/ ARNU09GBGA4
LG,ARUM200LTE5 / ARNU12GBGA4 / ARNU09GBGA4,Approved,Ducted,South Korea,14.98,54.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a343760596?text=LGARUM200LTE5 / ARNU12GBGA4 / ARNU09GBGA4
LG,ARUM220LTE5 / ARNU12GBGA4 / ARNU09GBGA4,Approved,Ducted,South Korea,17.94,60,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=LGARUM220LTE5 / ARNU12GBGA4 / ARNU09GBGA4
TCL,TCLWB07,Approved,Non Ducted,China,0.68,2.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/e351fcf7527c?text=TCLTCLWB07
"MITSUBISHI HEAVY INDUSTRIES, LTD.",SCM100ZJ-S1,Approved,Non Ducted,Thailand,2.86,10,R410A,Reverse Cycle,TRUE,"http://via.placeholder.com/150/f645c369919c35?text=MITSUBISHI HEAVY INDUSTRIES, LTD.SCM100ZJ-S1"
"MITSUBISHI HEAVY INDUSTRIES, LTD.",SCM100ZM-S,Approved,Non Ducted,Thailand,2.86,10,R410A,Reverse Cycle,TRUE,"http://via.placeholder.com/150/c401a285a07de?text=MITSUBISHI HEAVY INDUSTRIES, LTD.SCM100ZM-S"
"MITSUBISHI HEAVY INDUSTRIES, LTD.",SCM100Z*-S,Approved,Non Ducted,Thailand,2.86,10,R410A,Reverse Cycle,TRUE,"http://via.placeholder.com/150/ddff968dab89?text=MITSUBISHI HEAVY INDUSTRIES, LTD.SCM100Z*-S"
ACTRON AIR,CRQ2-16AT / ERQ2-16AS,Approved,Ducted,Australia,4.24,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e27?text=ACTRON AIRCRQ2-16AT / ERQ2-16AS
ACTRON AIR,CRQ3-18AT / ERQ3-18AS,Approved,Ducted,Australia,4.96,16,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd324fc516?text=ACTRON AIRCRQ3-18AT / ERQ3-18AS
ACTRON AIR,CRQ5-21AT / ERQ5-21AS,Approved,Ducted,Australia,5.7,19,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d99?text=ACTRON AIRCRQ5-21AT / ERQ5-21AS
ACTRON AIR,CRQ5-24AT / ERQ5-24AS,Approved,Ducted,Australia,6.1,21,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd71?text=ACTRON AIRCRQ5-24AT / ERQ5-24AS
GREE,GWH18QD-K3DNB2L/O / GWH18QD-K3DNB2L/I,Archived,Non Ducted,China,1.39,5.28,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c168133b75?text=GREEGWH18QD-K3DNB2L/O / GWH18QD-K3DNB2L/I
GREE,GWH18QD-K3DNB2L/O / GWH18QD-K3DNC6L/I,Archived,Non Ducted,China,1.39,5.28,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62462ca7c51?text=GREEGWH18QD-K3DNB2L/O / GWH18QD-K3DNC6L/I
GREE,GWH18QD-K3DNB2L/O / GWH18QD-K3DN**L/I,Archived,Non Ducted,China,1.39,5.28,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b3013edcd?text=GREEGWH18QD-K3DNB2L/O / GWH18QD-K3DN**L/I
POLARIS Technologies,EPC-12A1,Approved,Ducted,Australia;China,0.998,3.42,M60,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb12109014b27?text=POLARIS TechnologiesEPC-12A1
ACTRON AIR,CRV290T / EVA290T,Approved,Ducted,Australia,8.4,29.9,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473504?text=ACTRON AIRCRV290T / EVA290T
ACTRON AIR,PKV290T-L,Approved,Ducted,Australia,8.74,29.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=ACTRON AIRPKV290T-L
ACTRON AIR,PKV290T-L/R,Approved,Ducted,Australia,8.74,29.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a65?text=ACTRON AIRPKV290T-L/R
ACTRON AIR,PKV290T-R,Approved,Ducted,Australia,8.74,29.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd29?text=ACTRON AIRPKV290T-R
ACTRON AIR,PKV330T-L,Approved,Ducted,Australia,9.99,32.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb34?text=ACTRON AIRPKV330T-L
ACTRON AIR,PKV330T-L/R,Approved,Ducted,Australia,9.99,32.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d74802b04e?text=ACTRON AIRPKV330T-L/R
ACTRON AIR,PKV330T-R,Approved,Ducted,Australia,9.99,32.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a339394c8c?text=ACTRON AIRPKV330T-R
Toshiba,MMY-MAP1404HT8P + (MMU-AP0184HP-E / MMU-AP0364HP-E x 3),Approved,Non Ducted,Thailand;Japan,11.79,40,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f71?text=ToshibaMMY-MAP1404HT8P + (MMU-AP0184HP-E / MMU-AP0364HP-E x 3)
Toshiba,MMY-MAP0804HT8P + MMU-AP0184HP-E x 4,Approved,Non Ducted,Thailand;Japan,5.51,22.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=ToshibaMMY-MAP0804HT8P + MMU-AP0184HP-E x 4
SUPEREN,HYBRID-ACDC12-EU,Approved,Non Ducted,China,0.91,3.52,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=SUPERENHYBRID-ACDC12-EU
RINNAI,HINRQ80B/HONRQ80B,Approved,Non Ducted,China,2.4,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a343760596?text=RINNAIHINRQ80B/HONRQ80B
MITSUBISHI ELECTRIC,PEA-RP125GAA / PUHZ-RP125YKA2,Approved,Ducted,Thailand;Japan,3.97,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=MITSUBISHI ELECTRICPEA-RP125GAA / PUHZ-RP125YKA2
MITSUBISHI ELECTRIC,PEA-RP140GAA / PUHZ-RP140YKA2,Approved,Ducted,Thailand;Japan,4.19,13.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=MITSUBISHI ELECTRICPEA-RP140GAA / PUHZ-RP140YKA2
MITSUBISHI ELECTRIC,PEA-RP125GAA / PUHZ-RP125VKA2,Approved,Ducted,Thailand;Japan,3.97,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c369919c35?text=MITSUBISHI ELECTRICPEA-RP125GAA / PUHZ-RP125VKA2
MITSUBISHI ELECTRIC,PEA-RP140GAA / PUHZ-RP140VKA2,Approved,Ducted,Thailand;Japan,4.19,13.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a285a07de?text=MITSUBISHI ELECTRICPEA-RP140GAA / PUHZ-RP140VKA2
TOSHIBA,RAV-RM561UTP-E & RAV-GP561ATP-E,Approved,Non Ducted,Thailand,1.22,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff968dab89?text=TOSHIBARAV-RM561UTP-E & RAV-GP561ATP-E
TOSHIBA,RAV-RM801UTP-E & RAV-GP801AT-E,Approved,Non Ducted,Japan;Thailand,1.58,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e27?text=TOSHIBARAV-RM801UTP-E & RAV-GP801AT-E
TOSHIBA,RAV-RM1101UTP-E & RAV-GP1101AT-E,Approved,Non Ducted,Japan;Thailand,2.13,10,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd324fc516?text=TOSHIBARAV-RM1101UTP-E & RAV-GP1101AT-E
TOSHIBA,RAV-RM1401UTP-E & RAV-GP1401AT-E,Approved,Non Ducted,Japan;Thailand,3.16,12.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d99?text=TOSHIBARAV-RM1401UTP-E & RAV-GP1401AT-E
TOSHIBA,RAV-RM561UTP-E x 2 & RAV-GP1101AT-E,Approved,Non Ducted,Japan;Thailand,2.13,10,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd71?text=TOSHIBARAV-RM561UTP-E x 2 & RAV-GP1101AT-E
TOSHIBA,RAV-RM801UTP-E x 2 & RAV-GP1401AT-E,Approved,Non Ducted,Japan;Thailand,3.16,12.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c168133b75?text=TOSHIBARAV-RM801UTP-E x 2 & RAV-GP1401AT-E
TOSHIBA,RAV-RM561MUT-E & RAV-GP561ATP-E,Approved,Non Ducted,Japan;Thailand,1.56,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62462ca7c51?text=TOSHIBARAV-RM561MUT-E & RAV-GP561ATP-E
TOSHIBA,RAV-RM401MUT-E x 2 & RAV-GP801AT-E,Approved,Non Ducted,Japan,1.73,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b3013edcd?text=TOSHIBARAV-RM401MUT-E x 2 & RAV-GP801AT-E
TOSHIBA,RAV-RM561MUT-E x 2 & RAV-GP1101AT-E,Approved,Non Ducted,Japan,2.39,10,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb12109014b27?text=TOSHIBARAV-RM561MUT-E x 2 & RAV-GP1101AT-E
TOSHIBA,RAV-RM561CTP-E & RAV-GP561ATP-E,Approved,Non Ducted,Thailand,1.37,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473504?text=TOSHIBARAV-RM561CTP-E & RAV-GP561ATP-E
TOSHIBA,RAV-RM801CTP-E & RAV-GP801AT-E,Approved,Non Ducted,Japan;Thailand,1.6,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=TOSHIBARAV-RM801CTP-E & RAV-GP801AT-E
TOSHIBA,RAV-RM1101CTP-E & RAV-GP1101AT-E,Approved,Non Ducted,Japan;Thailand,2.23,10,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a65?text=TOSHIBARAV-RM1101CTP-E & RAV-GP1101AT-E
TOSHIBA,RAV-RM1401CTP-E & RAV-GP1401AT-E,Approved,Non Ducted,Japan;Thailand,3.58,12.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd29?text=TOSHIBARAV-RM1401CTP-E & RAV-GP1401AT-E
TOSHIBA,RAV-RM401CTP-E x 2 & RAV-GP801AT-E,Approved,Non Ducted,Japan;Thailand,1.6,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb34?text=TOSHIBARAV-RM401CTP-E x 2 & RAV-GP801AT-E
TOSHIBA,RAV-RM561CTP-E x 2 & RAV-GP1101AT-E,Approved,Non Ducted,Japan;Thailand,2.23,10,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d74802b04e?text=TOSHIBARAV-RM561CTP-E x 2 & RAV-GP1101AT-E
TOSHIBA,RAV-RM801BTP-E & RAV-GP801AT-E,Approved,Ducted,Japan;Thailand,1.63,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a339394c8c?text=TOSHIBARAV-RM801BTP-E & RAV-GP801AT-E
TOSHIBA,RAV-RM801CTP-E x 2 & RAV-GP1401AT-E,Approved,Non Ducted,Japan;Thailand,3.58,12.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f71?text=TOSHIBARAV-RM801CTP-E x 2 & RAV-GP1401AT-E
TOSHIBA,RAV-RM561BTP-E & RAV-GP561ATP-E,Approved,Ducted,Thailand,1.52,5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=TOSHIBARAV-RM561BTP-E & RAV-GP561ATP-E
TOSHIBA,RAV-RM1101BTP-E & RAV-GP1101AT-E,Approved,Ducted,Japan;Thailand,2.4,10,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=TOSHIBARAV-RM1101BTP-E & RAV-GP1101AT-E
TOSHIBA,RAV-RM1401BTP-E & RAV-GP1401AT-E,Approved,Ducted,Japan;Thailand,3.57,12.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a343760596?text=TOSHIBARAV-RM1401BTP-E & RAV-GP1401AT-E
DAIKIN,FTXM20QA / RXM20QA,Approved,Non Ducted,Thailand,0.4,2,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=DAIKINFTXM20QA / RXM20QA
Panasonic,CS-Z20VKR / CU-Z20VKR,Approved,Non Ducted,Malaysia,0.41,2.05,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=PanasonicCS-Z20VKR / CU-Z20VKR
DAIKIN,FTXM25QA / RXM25QA,Approved,Non Ducted,Thailand,0.49,2.5,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c369919c35?text=DAIKINFTXM25QA / RXM25QA
MIDEA,CASMI70I/CASMI70O,Approved,Non Ducted,China,2.1,7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a285a07de?text=MIDEACASMI70I/CASMI70O
